#p,(int)(i/100),time_sec,cen_distance*10^6,PVecCen[0][0]*10^6,PVecCen[0][2]*10^6,PVecCen[1][0]*10^6,PVecCen[1][2]*10^6
3,0,0.000000,14.472429,-7.236215,-0.000000,7.236215,0.000000
3,0,1.000000,15.343604,-7.671802,-0.000000,7.671802,0.000000
3,0,2.000000,16.160784,-8.080392,-0.000000,8.080392,0.000000
3,0,3.000000,16.928113,-8.464057,-0.000000,8.464057,0.000000
3,0,4.000000,17.649288,-8.824644,-0.000000,8.824644,0.000000
3,1,5.000000,18.327622,-9.163811,-0.000000,9.163811,0.000000
3,1,6.000000,18.966101,-9.483051,-0.000000,9.483051,0.000000
3,1,7.000000,19.567427,-9.783714,-0.000000,9.783714,0.000000
3,1,8.000000,20.134058,-10.067029,-0.000000,10.067029,0.000000
3,1,9.000000,20.668238,-10.334119,-0.000000,10.334119,0.000000
3,2,10.000000,21.172021,-10.586010,-0.000000,10.586010,0.000000
3,2,11.000000,21.647298,-10.823649,-0.000000,10.823649,0.000000
3,2,12.000000,22.095813,-11.047907,-0.000000,11.047907,0.000000
3,2,13.000000,22.519179,-11.259589,-0.000000,11.259589,0.000000
3,2,14.000000,22.918891,-11.459445,-0.000000,11.459445,0.000000
3,3,15.000000,23.296339,-11.648169,-0.000000,11.648169,0.000000
3,3,16.000000,23.652818,-11.826409,-0.000000,11.826409,0.000000
3,3,17.000000,23.989538,-11.994769,-0.000000,11.994769,0.000000
3,3,18.000000,24.307628,-12.153814,-0.000000,12.153814,0.000000
3,3,19.000000,24.608146,-12.304073,-0.000000,12.304073,0.000000
3,4,20.000000,24.892085,-12.446042,-0.000000,12.446042,0.000000
3,4,21.000000,25.160374,-12.580187,-0.000000,12.580187,0.000000
3,4,22.000000,25.413889,-12.706945,-0.000000,12.706945,0.000000
3,4,23.000000,25.653453,-12.826727,-0.000000,12.826727,0.000000
3,4,24.000000,25.879840,-12.939920,-0.000000,12.939920,0.000000
3,5,25.000000,26.093779,-13.046889,-0.000000,13.046889,0.000000
3,5,26.000000,26.295957,-13.147979,-0.000000,13.147979,0.000000
3,5,27.000000,26.487024,-13.243512,-0.000000,13.243512,0.000000
3,5,28.000000,26.667589,-13.333795,-0.000000,13.333795,0.000000
3,5,29.000000,26.838231,-13.419115,-0.000000,13.419115,0.000000
3,6,30.000000,26.999494,-13.499747,-0.000000,13.499747,0.000000
3,6,31.000000,27.151892,-13.575946,-0.000000,13.575946,0.000000
3,6,32.000000,27.295912,-13.647956,-0.000000,13.647956,0.000000
3,6,33.000000,27.432012,-13.716006,-0.000000,13.716006,0.000000
3,6,34.000000,27.560627,-13.780314,-0.000000,13.780314,0.000000
3,7,35.000000,27.682167,-13.841083,-0.000000,13.841083,0.000000
3,7,36.000000,27.797018,-13.898509,-0.000000,13.898509,0.000000
3,7,37.000000,27.905548,-13.952774,-0.000000,13.952774,0.000000
3,7,38.000000,28.008103,-14.004051,-0.000000,14.004051,0.000000
3,7,39.000000,28.105009,-14.052505,-0.000000,14.052505,0.000000
3,8,40.000000,28.196578,-14.098289,-0.000000,14.098289,0.000000
3,8,41.000000,28.283100,-14.141550,-0.000000,14.141550,0.000000
3,8,42.000000,28.364854,-14.182427,-0.000000,14.182427,0.000000
3,8,43.000000,28.442099,-14.221050,-0.000000,14.221050,0.000000
3,8,44.000000,28.515085,-14.257543,-0.000000,14.257543,0.000000
3,9,45.000000,28.584044,-14.292022,-0.000000,14.292022,0.000000
3,9,46.000000,28.649199,-14.324599,-0.000000,14.324599,0.000000
3,9,47.000000,28.710757,-14.355378,-0.000000,14.355378,0.000000
3,9,48.000000,28.768916,-14.384458,-0.000000,14.384458,0.000000
3,9,49.000000,28.823863,-14.411932,-0.000000,14.411932,0.000000
3,10,50.000000,28.875776,-14.437888,-0.000000,14.437888,0.000000
3,10,51.000000,28.924820,-14.462410,-0.000000,14.462410,0.000000
3,10,52.000000,28.971154,-14.485577,-0.000000,14.485577,0.000000
3,10,53.000000,29.014927,-14.507464,-0.000000,14.507464,0.000000
3,10,54.000000,29.056280,-14.528140,-0.000000,14.528140,0.000000
3,11,55.000000,29.095347,-14.547673,-0.000000,14.547673,0.000000
3,11,56.000000,29.132252,-14.566126,-0.000000,14.566126,0.000000
3,11,57.000000,29.167117,-14.583558,-0.000000,14.583558,0.000000
3,11,58.000000,29.200052,-14.600026,-0.000000,14.600026,0.000000
3,11,59.000000,29.231165,-14.615582,-0.000000,14.615582,0.000000
3,12,60.000000,29.260555,-14.630278,-0.000000,14.630278,0.000000
3,12,61.000000,29.288319,-14.644160,-0.000000,14.644160,0.000000
3,12,62.000000,29.314546,-14.657273,-0.000000,14.657273,0.000000
3,12,63.000000,29.339321,-14.669660,-0.000000,14.669660,0.000000
3,12,64.000000,29.362724,-14.681362,-0.000000,14.681362,0.000000
3,13,65.000000,29.384830,-14.692415,-0.000000,14.692415,0.000000
3,13,66.000000,29.405712,-14.702856,-0.000000,14.702856,0.000000
3,13,67.000000,29.425438,-14.712719,-0.000000,14.712719,0.000000
3,13,68.000000,29.444070,-14.722035,-0.000000,14.722035,0.000000
3,13,69.000000,29.461670,-14.730835,-0.000000,14.730835,0.000000
3,14,70.000000,29.478295,-14.739148,-0.000000,14.739148,0.000000
3,14,71.000000,29.493999,-14.746999,-0.000000,14.746999,0.000000
3,14,72.000000,29.508832,-14.754416,-0.000000,14.754416,0.000000
3,14,73.000000,29.522843,-14.761421,-0.000000,14.761421,0.000000
3,14,74.000000,29.536077,-14.768038,-0.000000,14.768038,0.000000
3,15,75.000000,29.548578,-14.774289,-0.000000,14.774289,0.000000
3,15,76.000000,29.560385,-14.780193,-0.000000,14.780193,0.000000
3,15,77.000000,29.571538,-14.785769,-0.000000,14.785769,0.000000
3,15,78.000000,29.582072,-14.791036,-0.000000,14.791036,0.000000
3,15,79.000000,29.592023,-14.796011,-0.000000,14.796011,0.000000
3,16,80.000000,29.601421,-14.800711,-0.000000,14.800711,0.000000
3,16,81.000000,29.610298,-14.805149,-0.000000,14.805149,0.000000
3,16,82.000000,29.618683,-14.809342,-0.000000,14.809342,0.000000
3,16,83.000000,29.626603,-14.813302,-0.000000,14.813302,0.000000
3,16,84.000000,29.634084,-14.817042,-0.000000,14.817042,0.000000
3,17,85.000000,29.641149,-14.820575,-0.000000,14.820575,0.000000
3,17,86.000000,29.647823,-14.823911,-0.000000,14.823911,0.000000
3,17,87.000000,29.654126,-14.827063,-0.000000,14.827063,0.000000
3,17,88.000000,29.660080,-14.830040,-0.000000,14.830040,0.000000
3,17,89.000000,29.665703,-14.832852,-0.000000,14.832852,0.000000
3,18,90.000000,29.671015,-14.835507,-0.000000,14.835507,0.000000
3,18,91.000000,29.676032,-14.838016,-0.000000,14.838016,0.000000
3,18,92.000000,29.680770,-14.840385,-0.000000,14.840385,0.000000
3,18,93.000000,29.685246,-14.842623,-0.000000,14.842623,0.000000
3,18,94.000000,29.689473,-14.844736,-0.000000,14.844736,0.000000
3,19,95.000000,29.693465,-14.846733,-0.000000,14.846733,0.000000
3,19,96.000000,29.697236,-14.848618,-0.000000,14.848618,0.000000
3,19,97.000000,29.700798,-14.850399,-0.000000,14.850399,0.000000
3,19,98.000000,29.704162,-14.852081,-0.000000,14.852081,0.000000
3,19,99.000000,29.707340,-14.853670,-0.000000,14.853670,0.000000
3,20,100.000000,29.710341,-14.855171,-0.000000,14.855171,0.000000
3,20,101.000000,29.713176,-14.856588,-0.000000,14.856588,0.000000
3,20,102.000000,29.715853,-14.857926,-0.000000,14.857926,0.000000
3,20,103.000000,29.718382,-14.859191,-0.000000,14.859191,0.000000
3,20,104.000000,29.720770,-14.860385,-0.000000,14.860385,0.000000
3,21,105.000000,29.723026,-14.861513,-0.000000,14.861513,0.000000
3,21,106.000000,29.725156,-14.862578,-0.000000,14.862578,0.000000
3,21,107.000000,29.727169,-14.863584,-0.000000,14.863584,0.000000
3,21,108.000000,29.729070,-14.864535,-0.000000,14.864535,0.000000
3,21,109.000000,29.730865,-14.865432,-0.000000,14.865432,0.000000
3,22,110.000000,29.732560,-14.866280,-0.000000,14.866280,0.000000
3,22,111.000000,29.734162,-14.867081,-0.000000,14.867081,0.000000
3,22,112.000000,29.735674,-14.867837,-0.000000,14.867837,0.000000
3,22,113.000000,29.737103,-14.868551,-0.000000,14.868551,0.000000
3,22,114.000000,29.738452,-14.869226,-0.000000,14.869226,0.000000
3,23,115.000000,29.739727,-14.869863,-0.000000,14.869863,0.000000
3,23,116.000000,29.740930,-14.870465,-0.000000,14.870465,0.000000
3,23,117.000000,29.742067,-14.871034,-0.000000,14.871034,0.000000
3,23,118.000000,29.743141,-14.871570,-0.000000,14.871570,0.000000
3,23,119.000000,29.744155,-14.872078,-0.000000,14.872078,0.000000
3,24,120.000000,29.745113,-14.872557,-0.000000,14.872557,0.000000
3,24,121.000000,29.746018,-14.873009,-0.000000,14.873009,0.000000
3,24,122.000000,29.746872,-14.873436,-0.000000,14.873436,0.000000
3,24,123.000000,29.747679,-14.873840,-0.000000,14.873840,0.000000
3,24,124.000000,29.748442,-14.874221,-0.000000,14.874221,0.000000
3,25,125.000000,29.749161,-14.874581,-0.000000,14.874581,0.000000
3,25,126.000000,29.749841,-14.874921,-0.000000,14.874921,0.000000
3,25,127.000000,29.750484,-14.875242,-0.000000,14.875242,0.000000
3,25,128.000000,29.751090,-14.875545,-0.000000,14.875545,0.000000
3,25,129.000000,29.751663,-14.875832,-0.000000,14.875832,0.000000
3,26,130.000000,29.752204,-14.876102,-0.000000,14.876102,0.000000
3,26,131.000000,29.752715,-14.876358,-0.000000,14.876358,0.000000
3,26,132.000000,29.753198,-14.876599,-0.000000,14.876599,0.000000
3,26,133.000000,29.753654,-14.876827,-0.000000,14.876827,0.000000
3,26,134.000000,29.754085,-14.877042,-0.000000,14.877042,0.000000
3,27,135.000000,29.754491,-14.877246,-0.000000,14.877246,0.000000
3,27,136.000000,29.754875,-14.877438,-0.000000,14.877438,0.000000
3,27,137.000000,29.755238,-14.877619,-0.000000,14.877619,0.000000
3,27,138.000000,29.755581,-14.877790,-0.000000,14.877790,0.000000
3,27,139.000000,29.755905,-14.877952,-0.000000,14.877952,0.000000
3,28,140.000000,29.756210,-14.878105,-0.000000,14.878105,0.000000
3,28,141.000000,29.756499,-14.878249,-0.000000,14.878249,0.000000
3,28,142.000000,29.756772,-14.878386,-0.000000,14.878386,0.000000
3,28,143.000000,29.757029,-14.878515,-0.000000,14.878515,0.000000
3,28,144.000000,29.757272,-14.878636,-0.000000,14.878636,0.000000
3,29,145.000000,29.757502,-14.878751,-0.000000,14.878751,0.000000
3,29,146.000000,29.757719,-14.878860,-0.000000,14.878860,0.000000
3,29,147.000000,29.757924,-14.878962,-0.000000,14.878962,0.000000
3,29,148.000000,29.758118,-14.879059,-0.000000,14.879059,0.000000
3,29,149.000000,29.758301,-14.879150,-0.000000,14.879150,0.000000
3,30,150.000000,29.758473,-14.879237,-0.000000,14.879237,0.000000
3,30,151.000000,29.758636,-14.879318,-0.000000,14.879318,0.000000
3,30,152.000000,29.758790,-14.879395,-0.000000,14.879395,0.000000
3,30,153.000000,29.758936,-14.879468,-0.000000,14.879468,0.000000
3,30,154.000000,29.759073,-14.879537,-0.000000,14.879537,0.000000
3,31,155.000000,29.759203,-14.879602,-0.000000,14.879602,0.000000
3,31,156.000000,29.759326,-14.879663,-0.000000,14.879663,0.000000
3,31,157.000000,29.759441,-14.879721,-0.000000,14.879721,0.000000
3,31,158.000000,29.759551,-14.879775,-0.000000,14.879775,0.000000
3,31,159.000000,29.759654,-14.879827,-0.000000,14.879827,0.000000
3,32,160.000000,29.759752,-14.879876,-0.000000,14.879876,0.000000
3,32,161.000000,29.759844,-14.879922,-0.000000,14.879922,0.000000
3,32,162.000000,29.759931,-14.879965,-0.000000,14.879965,0.000000
3,32,163.000000,29.760013,-14.880006,-0.000000,14.880006,0.000000
3,32,164.000000,29.760091,-14.880045,-0.000000,14.880045,0.000000
3,33,165.000000,29.760164,-14.880082,-0.000000,14.880082,0.000000
3,33,166.000000,29.760233,-14.880117,-0.000000,14.880117,0.000000
3,33,167.000000,29.760298,-14.880149,-0.000000,14.880149,0.000000
3,33,168.000000,29.760360,-14.880180,-0.000000,14.880180,0.000000
3,33,169.000000,29.760419,-14.880209,-0.000000,14.880209,0.000000
3,34,170.000000,29.760474,-14.880237,-0.000000,14.880237,0.000000
3,34,171.000000,29.760526,-14.880263,-0.000000,14.880263,0.000000
3,34,172.000000,29.760575,-14.880287,-0.000000,14.880287,0.000000
3,34,173.000000,29.760621,-14.880311,-0.000000,14.880311,0.000000
3,34,174.000000,29.760665,-14.880333,-0.000000,14.880333,0.000000
3,35,175.000000,29.760707,-14.880353,-0.000000,14.880353,0.000000
3,35,176.000000,29.760746,-14.880373,-0.000000,14.880373,0.000000
3,35,177.000000,29.760783,-14.880391,-0.000000,14.880391,0.000000
3,35,178.000000,29.760818,-14.880409,-0.000000,14.880409,0.000000
3,35,179.000000,29.760850,-14.880425,-0.000000,14.880425,0.000000
3,36,180.000000,29.760882,-14.880441,-0.000000,14.880441,0.000000
3,36,181.000000,29.760911,-14.880456,-0.000000,14.880456,0.000000
3,36,182.000000,29.760939,-14.880469,-0.000000,14.880469,0.000000
3,36,183.000000,29.760965,-14.880483,-0.000000,14.880483,0.000000
3,36,184.000000,29.760990,-14.880495,-0.000000,14.880495,0.000000
3,37,185.000000,29.761013,-14.880507,-0.000000,14.880507,0.000000
3,37,186.000000,29.761035,-14.880518,-0.000000,14.880518,0.000000
3,37,187.000000,29.761056,-14.880528,-0.000000,14.880528,0.000000
3,37,188.000000,29.761076,-14.880538,-0.000000,14.880538,0.000000
3,37,189.000000,29.761094,-14.880547,-0.000000,14.880547,0.000000
3,38,190.000000,29.761112,-14.880556,-0.000000,14.880556,0.000000
3,38,191.000000,29.761129,-14.880564,-0.000000,14.880564,0.000000
3,38,192.000000,29.761144,-14.880572,-0.000000,14.880572,0.000000
3,38,193.000000,29.761159,-14.880580,-0.000000,14.880580,0.000000
3,38,194.000000,29.761173,-14.880587,-0.000000,14.880587,0.000000
3,39,195.000000,29.761186,-14.880593,-0.000000,14.880593,0.000000
3,39,196.000000,29.761199,-14.880599,-0.000000,14.880599,0.000000
3,39,197.000000,29.761211,-14.880605,-0.000000,14.880605,0.000000
3,39,198.000000,29.761222,-14.880611,-0.000000,14.880611,0.000000
3,39,199.000000,29.761232,-14.880616,-0.000000,14.880616,0.000000
3,40,200.000000,29.761242,-14.880621,-0.000000,14.880621,0.000000
3,40,201.000000,29.761252,-14.880626,-0.000000,14.880626,0.000000
3,40,202.000000,29.761260,-14.880630,-0.000000,14.880630,0.000000
3,40,203.000000,29.761269,-14.880634,-0.000000,14.880634,0.000000
3,40,204.000000,29.761277,-14.880638,-0.000000,14.880638,0.000000
3,41,205.000000,29.761284,-14.880642,-0.000000,14.880642,0.000000
3,41,206.000000,29.761291,-14.880646,-0.000000,14.880646,0.000000
3,41,207.000000,29.761298,-14.880649,-0.000000,14.880649,0.000000
3,41,208.000000,29.761304,-14.880652,-0.000000,14.880652,0.000000
3,41,209.000000,29.761310,-14.880655,-0.000000,14.880655,0.000000
3,42,210.000000,29.761316,-14.880658,-0.000000,14.880658,0.000000
3,42,211.000000,29.761321,-14.880661,-0.000000,14.880661,0.000000
3,42,212.000000,29.761326,-14.880663,-0.000000,14.880663,0.000000
3,42,213.000000,29.761331,-14.880665,-0.000000,14.880665,0.000000
3,42,214.000000,29.761335,-14.880668,-0.000000,14.880668,0.000000
3,43,215.000000,29.761339,-14.880670,-0.000000,14.880670,0.000000
3,43,216.000000,29.761343,-14.880672,-0.000000,14.880672,0.000000
3,43,217.000000,29.761347,-14.880674,-0.000000,14.880674,0.000000
3,43,218.000000,29.761351,-14.880675,-0.000000,14.880675,0.000000
3,43,219.000000,29.761354,-14.880677,-0.000000,14.880677,0.000000
3,44,220.000000,29.761357,-14.880679,-0.000000,14.880679,0.000000
3,44,221.000000,29.761360,-14.880680,-0.000000,14.880680,0.000000
3,44,222.000000,29.761363,-14.880682,-0.000000,14.880682,0.000000
3,44,223.000000,29.761366,-14.880683,-0.000000,14.880683,0.000000
3,44,224.000000,29.761368,-14.880684,-0.000000,14.880684,0.000000
3,45,225.000000,29.761371,-14.880685,-0.000000,14.880685,0.000000
3,45,226.000000,29.761373,-14.880686,-0.000000,14.880686,0.000000
3,45,227.000000,29.761375,-14.880688,-0.000000,14.880688,0.000000
3,45,228.000000,29.761377,-14.880689,-0.000000,14.880689,0.000000
3,45,229.000000,29.761379,-14.880689,-0.000000,14.880689,0.000000
3,46,230.000000,29.761381,-14.880690,-0.000000,14.880690,0.000000
3,46,231.000000,29.761382,-14.880691,-0.000000,14.880691,0.000000
3,46,232.000000,29.761384,-14.880692,-0.000000,14.880692,0.000000
3,46,233.000000,29.761386,-14.880693,-0.000000,14.880693,0.000000
3,46,234.000000,29.761387,-14.880693,-0.000000,14.880693,0.000000
3,47,235.000000,29.761388,-14.880694,-0.000000,14.880694,0.000000
3,47,236.000000,29.761390,-14.880695,-0.000000,14.880695,0.000000
3,47,237.000000,29.761391,-14.880695,-0.000000,14.880695,0.000000
3,47,238.000000,29.761392,-14.880696,-0.000000,14.880696,0.000000
3,47,239.000000,29.761393,-14.880696,-0.000000,14.880696,0.000000
